EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Hygiene,Safety Measures,Food Quality,Accommodation,Overall Satisfaction
3588,Myra,Iyer,25-Jun-19,15-Aug-19,Production Technician I,Paul Lopez,selena.greer@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),8/3/1972,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2,Poor,Poor,Below Average,Poor,very low
3589,Ayaan,Sharma,25-Apr-19,,Production Technician I,Jay Bush,giovani.roy@bilearner.com,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,2/8/1951,MA,Laborer,Male,2683,White,Single,Fully Meets,1,Average,Good,Poor,Good,Medium
3590,Diya,Rana,25-Feb-21,13-Oct-22,Production Technician I,Jessica Allen,dominik.mullen@bilearner.com,PYZ,Future Start,Part-Time,Zone C,Full-Time,Retirement,Country as dream project office.,Production       ,Field Operations,31-05-1995,MA,Laborer,Male,66167,Asian,Widowed,Fully Meets,4,Average,Poor,Good,Poor,High
3591,Aadhya,Rao,23-Nov-21,29-May-23,Production Technician I,Dr. William Thompson,abdullah.ellison@bilearner.com,SVG,Future Start,Contract,Zone B,Part-Time,Voluntary,Quality decade director.,Production       ,Field Operations,14-11-1998,MA,Supervisor,Female,21634,White,Married,Needs Improvement,5,Average,Good,Good,Good,Medium
3592,Myra,Chopra,5-Oct-21,18-Jun-22,Production Technician I,Mrs. Audrey Gonzalez DDS,andre.guzman@bilearner.com,TNS,Future Start,Contract,Zone B,Full-Time,Voluntary,Particular network available hospital.,Production       ,Field Operations,23-12-1998,MA,Technician,Male,9454,Other,Single,Fully Meets,3,Good,Average,Good,Good,Medium
3593,Aarohi,Sharma,30-May-20,,Production Technician I,Ashley Bradshaw,brayden.malone@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,11/11/1949,MA,Foreman,Male,48453,Asian,Married,Fully Meets,1,Average,Average,Good,Average,High
3594,Ananya,Patel,11-Dec-18,,Production Technician I,Ashley Meyer,maribel.morrison@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-03-1968,MA,Technician,Male,72888,Black,Married,Needs Improvement,1,Good,Average,Below Average,Good,very low
3595,Myra,Gupta,22-Sep-20,14-Sep-22,Production Technician I,Nicole Delgado,fisher.stafford@bilearner.com,WBL,Active,Contract,Zone A,Temporary,Resignation,Dark meeting play room head join truth involve.,Production       ,Engineers,2/3/1952,MA,Technician,Male,56703,Other,Divorced,Fully Meets,1,Good,Average,Below Average,Average,very low
3596,Vihaan,Verma,28-Jul-19,,Production Technician I,John Henry,kellen.medina@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Splicing,19-07-1982,MA,Technician,Male,33998,Other,Single,Needs Improvement,2,Average,Poor,Poor,Poor,High
3597,Saanvi,Kapoor,6-Jun-20,14-Apr-21,Production Technician II,Autumn Decker,brenton.monroe@bilearner.com,PYZ,Future Start,Contract,Zone C,Part-Time,Retirement,Democrat themselves deal future early.,Production       ,General - Con,31-10-1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1,Average,Good,Poor,Poor,Medium
3598,Arjun,Mehta,28-Sep-18,5-Aug-23,Production Technician II,Alex Moore,derick.rocha@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Majority executive plan imagine.,Production       ,Project Management - Eng,6/10/1950,MA,Supervisor,Female,72750,Other,Married,Needs Improvement,1,Average,Poor,Good,Good,Medium
3599,Aadhya,Bansal,12-Apr-20,,Production Technician II,Dana Smith,elaine.weeks@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,General - Con,31-03-1950,MA,Technician,Female,14044,White,Divorced,Fully Meets,2,Poor,Average,Poor,Average,Medium
3600,Meera,Das,1-Nov-22,,Production Technician II,Bobby Serrano,marely.dixon@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,7/10/1949,MA,Technician,Female,34810,White,Single,Fully Meets,2,Average,Poor,Poor,Good,very low
3601,Aadhya,Verma,21-Nov-22,,Production Technician II,Robert Riley,keagan.henson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,22-07-1966,MA,Billing,Female,75187,White,Married,Fully Meets,5,Poor,Good,Good,Average,Medium
3602,Saanvi,Iyer,11-Apr-21,24-May-23,Production Technician II,Crystal Mcneil,helena.davenport@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Quality audience deal assume.,Production       ,Engineers,12/10/1994,MA,Engineer,Female,30766,Hispanic,Married,Fully Meets,5,Good,Poor,Good,Average,very low
3603,Reyansh,Chopra,29-Nov-18,21-Feb-19,Production Technician II,Christine Costa,houston.aguirre@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,To trial deep.,Production       ,Field Operations,15-02-1977,MA,Technician,Female,58348,White,Married,Fully Meets,2,Poor,Good,Poor,Average,Medium
3604,Ayaan,Gupta,16-Jan-19,31-Aug-22,Production Technician II,Mark Hale,kane.owen@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Resignation,Sometimes surface page stand area.,Production       ,Field Operations,9/3/1948,MA,Foreman,Female,44626,Hispanic,Divorced,Needs Improvement,4,Average,Poor,Below Average,Poor,High
3605,Diya,Joshi,18-Sep-19,,Production Technician I,Destiny Johnson,emerson.pitts@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Engineers,25-08-1943,MA,Technician,Male,2315,Other,Divorced,Fully Meets,4,Good,Good,Poor,Average,High
3606,Vivaan,Sharma,1-Aug-19,20-Jan-23,Production Technician I,Eric Gonzales,clarissa.winters@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Involuntary,Poor list reduce reality.,Production       ,Billable Consultants,13-03-1965,MA,Engineer,Male,95618,Other,Divorced,Fully Meets,3,Good,Good,Poor,Poor,very low
3607,Ananya,Sharma,18-Jun-19,14-Apr-21,Production Technician I,Christopher Murray,frankie.atkins@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Resignation,Finally build do analysis beyond heavy.,Production       ,Project Management - Con,3/8/1976,MA,Coordinator,Male,15195,Other,Married,Fully Meets,5,Good,Average,Below Average,Average,very low
3608,Vihaan,Patel,13-Feb-19,,Production Technician I,Ashley Williamson,ally.zhang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,6/7/1979,MA,Technician,Male,74447,Other,Married,Fully Meets,3,Poor,Good,Below Average,Poor,High
3609,Ira,Yadav,2-Jun-21,,Production Technician I,Frederick Harrison,kayleigh.harmon@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),9/6/1993,MA,Welder,Female,21318,Other,Widowed,Fully Meets,3,Average,Average,Good,Poor,High
3610,Aadhya,Sharma,11-Oct-18,,Production Technician I,Brian Arnold,kayley.myers@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,7/4/1973,MA,Laborer,Female,51430,Other,Single,Fully Meets,3,Good,Average,Good,Poor,Medium
3611,Saanvi,Rana,9-Mar-21,,Production Technician I,Lori Reed,rowan.cobb@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,20-01-1952,MA,Technician,Female,85651,Hispanic,Married,Fully Meets,2,Good,Average,Poor,Good,High
3612,Myra,Ghosh,23-Jan-22,,Production Technician I,Trevor Rodriguez,edward.mann@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,25-12-1984,MA,Technician,Male,68900,Black,Single,PIP,4,Good,Poor,Below Average,Average,very low
3613,Vivaan,Nanda,24-Feb-19,,Production Technician I,Jason Owens,amirah.johnson@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-06-1973,MA,Laborer,Male,9241,Asian,Married,Exceeds,1,Poor,Poor,Good,Good,High
3614,Myra,Nair,8-Jan-20,2-Jul-21,Production Technician I,Clifford Martinez,bridget.deleon@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Voluntary,Store common between real.,Production       ,Project Management - Con,31-08-1973,MA,Field Project Manager,Male,23691,White,Married,Fully Meets,2,Poor,Poor,Poor,Average,very low
3615,Ira,Yadav,13-May-21,22-Sep-22,Production Technician I,Lee Hudson,martin.weber@bilearner.com,CCDR,Future Start,Full-Time,Zone B,Part-Time,Retirement,View ever record ahead.,Production       ,General - Con,14-05-1986,MA,Manager,Male,74388,Asian,Divorced,Exceeds,2,Average,Poor,Below Average,Average,very low
3616,Reyansh,Bansal,12-Feb-22,,Production Technician I,Allison Tran,ruben.lewis@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Con,24-03-1981,MA,Laborer,Female,14234,Hispanic,Married,Fully Meets,4,Poor,Good,Poor,Good,Medium
3617,Aditya,Ghosh,1-Feb-23,,Production Technician I,Pamela Johnson,bailey.collier@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,18-02-1961,MA,Splicer,Female,37635,Hispanic,Married,Fully Meets,1,Good,Good,Good,Poor,Medium
3618,Sai,Ghosh,4-Feb-23,,Production Technician I,Erin Harris,charlee.roth@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,5/5/1944,MA,Splicer,Male,13186,Black,Married,Fully Meets,3,Average,Poor,Good,Average,Medium
3619,Reyansh,Reddy,23-Mar-23,1-May-23,Production Technician I,Robert Wright,karissa.bowers@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Some others lot miss land similar.,Production       ,General - Con,17-03-1984,MA,Technician,Male,76278,Asian,Married,Fully Meets,3,Good,Good,Below Average,Poor,Medium
3620,Saanvi,Reddy,22-Mar-23,14-Jul-23,Production Technician I,Mr. Nicholas Austin,noel.ramirez@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Involuntary,Outside sing song relationship action teach.,Production       ,General - Eng,12/10/1994,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2,Good,Good,Poor,Good,High
3621,Diya,Kapoor,28-Nov-18,,Production Technician I,Natalie Cannon,victoria.franco@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireless,9/9/1997,MA,Laborer,Male,15586,White,Married,Fully Meets,2,Poor,Average,Below Average,Poor,Medium
3622,Ayaan,Yadav,9-Jul-20,10-Jul-21,Production Technician II,Christopher Ayers,danika.fleming@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Resignation,Song remember visit finish edge difficult down.,Production       ,Field Operations,16-10-1995,MA,Laborer,Female,75607,Hispanic,Divorced,Fully Meets,3,Average,Average,Good,Average,High
3623,Vihaan,Rao,11-Feb-19,,Production Technician II,Elizabeth Burton,jocelyn.kline@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,25-04-1958,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3,Poor,Average,Good,Average,Medium
3624,Arjun,Bansal,9-Jan-20,,Production Technician II,Timothy Curtis,cesar.higgins@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,4/2/1996,MA,Engineer,Female,85711,Asian,Married,Fully Meets,4,Poor,Average,Poor,Average,Medium
3625,Vihaan,Kumar,11-Nov-21,31-Jul-22,Production Technician II,Tammy Navarro,gabriel.dodson@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Interesting final piece follow.,Production       ,Engineers,14-12-1975,MA,Engineer,Female,54392,Asian,Single,Fully Meets,5,Average,Good,Poor,Good,very low
3626,Sai,Yadav,15-May-21,,Production Technician II,Natalie Baker,raphael.sandoval@bilearner.com,PYZ,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,28-10-1993,MA,Foreman,Female,61825,Asian,Single,Fully Meets,2,Good,Poor,Poor,Average,High
3627,Kiara,Kapoor,21-Aug-19,28-Oct-22,Production Technician II,Jesse Wilson,ruth.harrell@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Sport enter think order determine.,Production       ,Field Operations,23-02-1967,MA,Supervisor,Female,52646,Black,Married,Fully Meets,3,Good,Good,Below Average,Good,very low
3628,Diya,Iyer,18-Sep-20,,Production Technician II,Megan Small,peyton.barber@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Engineers,27-01-1946,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3,Average,Good,Poor,Poor,Medium
3629,Krishna,Nair,27-Aug-22,3-Dec-22,Production Technician I,Dr. David Austin Jr.,reginald.lowery@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Expect grow back list letter.,Production       ,Field Operations,26-11-1983,MA,Laborer,Male,70056,Black,Divorced,Fully Meets,5,Good,Good,Poor,Average,High
3630,Aadhya,Reddy,23-Feb-19,,Production Technician I,Scott Davis,stephanie.briggs@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,7/5/1965,MA,Laborer,Male,81819,Other,Widowed,Fully Meets,5,Average,Average,Good,Average,Medium
3631,Ayaan,Joshi,8-Aug-22,25-Oct-22,Production Technician I,Kristin Salinas,shaniya.becker@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Retirement,Experience room top and including compare.,Production       ,Wireline Construction,28-04-1947,MA,Apprentice,Male,12978,Other,Divorced,Fully Meets,3,Average,Average,Good,Average,very low
3632,Diya,Chopra,24-Sep-22,24-Oct-22,Production Technician I,Bridget Jones,ryan.oconnell@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Involuntary,Realize work series fact weight contain.,Production       ,Field Operations,3/10/1945,MA,Foreman,Male,37983,Asian,Married,Fully Meets,3,Poor,Average,Poor,Poor,High
3633,Kiara,Reddy,21-Mar-22,,Production Technician I,Melissa Wilkinson,emma.ware@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Unk,,Production       ,Aerial,24-03-1987,MA,Laborer,Female,56687,Hispanic,Single,Fully Meets,5,Average,Poor,Poor,Average,very low
3634,Ayaan,Iyer,23-Jun-23,26-Jul-23,Production Technician I,Eric Cunningham,keyon.haley@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Retirement,Despite budget compare international little.,Production       ,General - Sga,26-04-1962,MA,Supervisor,Female,40148,Other,Married,Fully Meets,5,Poor,Good,Good,Good,Medium
3635,Aditya,Ghosh,26-Oct-20,,Production Technician I,Stephen Barron,kylee.bates@bilearner.com,WBL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),12/3/1978,MA,Runner,Female,71593,Hispanic,Single,Fully Meets,4,Good,Poor,Poor,Poor,Medium
3636,Ananya,Rana,29-Jan-20,,Production Technician I,Jennifer Soto,marc.chandler@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Catv,13-03-1982,MA,Supervisor,Male,10775,Asian,Divorced,Fully Meets,3,Good,Average,Below Average,Poor,Medium
3637,Sai,Singh,23-Apr-22,,Production Technician I,John Jones,abdullah.pruitt@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,17-04-1995,MA,Engineer,Male,59441,Asian,Divorced,Fully Meets,3,Good,Poor,Below Average,Poor,High
3638,Sai,Singh,15-Jun-23,,Production Technician I,Ernest Evans,shamar.roth@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,10/12/1978,MA,Inspector,Male,55470,Hispanic,Single,Fully Meets,3,Good,Good,Below Average,Poor,very low
3639,Reyansh,Gupta,19-Sep-19,14-Apr-20,Production Technician I,Mark Knight,jaylen.acosta@bilearner.com,CCDR,Future Start,Contract,Zone C,Full-Time,Retirement,Official growth onto speech after truth.,Production       ,Field Operations,8/1/1966,MA,Runner,Female,8655,Hispanic,Divorced,Fully Meets,3,Poor,Good,Poor,Poor,very low
3640,Arjun,Kumar,7-Jan-23,,Production Technician I,Gina Leon,kale.house@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,21-09-2000,MA,Foreman,Female,48077,Asian,Divorced,Fully Meets,3,Good,Average,Good,Good,Medium
3641,Saanvi,Nanda,7-Feb-20,1-May-21,Production Technician I,Eric Michael,kiersten.ellis@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Voluntary,Air act watch affect save positive among.,Production       ,General - Con,15-01-1971,MA,Operator,Male,56039,Other,Widowed,Fully Meets,3,Average,Average,Poor,Poor,very low
3642,Ayaan,Verma,29-Apr-20,12-Nov-21,Production Technician I,Alexandra Martin,karissa.carrillo@bilearner.com,MSC,Future Start,Contract,Zone B,Full-Time,Retirement,Cold dinner seat property a hear.,Production       ,Field Operations,31-05-1978,MA,Laborer,Male,7474,Black,Single,Fully Meets,3,Average,Poor,Poor,Average,High
3643,Aarohi,Kapoor,16-Apr-20,,Production Technician I,Eric Calderon,issac.whitehead@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Catv,22-03-1961,MA,Laborer,Male,9287,Asian,Single,Fully Meets,3,Average,Average,Good,Poor,Medium
3644,Reyansh,Nanda,16-Jun-22,,Production Technician I,Thomas Jones,madisyn.andrews@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,24-06-1986,MA,Laborer,Male,42213,Black,Married,Fully Meets,3,Poor,Average,Good,Poor,Medium
3645,Vivaan,Iyer,22-Jul-19,,Production Technician I,Bridget Mills,madyson.rhodes@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,16-09-1977,MA,Technician,Male,34428,Asian,Single,Fully Meets,3,Good,Good,Good,Poor,Medium
3646,Ananya,Reddy,22-Apr-23,,Production Technician II,Sara Bullock,brenton.rodriguez@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,1/1/1968,MA,Splicer,Female,77551,Hispanic,Widowed,Fully Meets,3,Good,Average,Below Average,Poor,High
3647,Vihaan,Sharma,28-Dec-20,30-Jan-21,Production Technician II,Craig Leblanc,nathen.arias@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Best room cell task majority budget.,Production       ,Engineers,24-07-1966,MA,Engineer,Female,20847,Black,Single,Fully Meets,3,Good,Average,Poor,Poor,Medium
3648,Ishaan,Iyer,23-Feb-22,,Production Technician II,Peter Smith,keyon.hensley@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,27-06-1948,MA,Lineman,Female,76615,Other,Divorced,Exceeds,4,Poor,Good,Good,Good,Medium
3649,Navya,Joshi,13-Aug-22,,Production Technician II,Stephen Green,elisha.ruiz@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,6/6/1968,MA,Technician,Female,26602,White,Married,Exceeds,4,Average,Good,Poor,Good,Medium
3650,Arjun,Verma,3-Oct-19,28-Feb-22,Production Technician II,Jason Jenkins,amirah.stanley@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,Late least forward bill realize camera.,Production       ,Field Operations,25-12-1991,MA,Laborer,Female,72818,White,Divorced,Fully Meets,3,Average,Poor,Below Average,Poor,Medium
3651,Aadhya,Nanda,14-Oct-19,,Production Technician II,Chad Jones,jeremy.meyer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,19-01-1991,MA,Lineman,Female,90347,White,Single,Fully Meets,3,Good,Average,Below Average,Good,very low
3652,Arjun,Mehta,30-Aug-19,27-Aug-22,Production Technician I,Victoria Maldonado,owen.dillon@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Window stuff western interesting.,Production       ,Field Operations,16-08-1946,MA,Supervisor,Male,96845,Other,Married,Fully Meets,3,Average,Good,Good,Average,Medium
3653,Ananya,Chopra,4-Feb-21,30-Jul-23,Production Technician I,William Watson,bridget.bray@bilearner.com,PL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Particular same detail note.,Production       ,General - Con,29-06-1995,MA,Foreman,Male,67277,Asian,Widowed,Exceeds,3,Average,Poor,Good,Poor,High
3654,Ishaan,Bansal,23-Nov-22,,Production Technician I,Jody Cox,cassius.gates@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,30-03-1995,MA,Lineman,Male,17975,Asian,Divorced,Exceeds,4,Poor,Poor,Poor,Average,Medium
3655,Aarohi,Rao,25-Feb-23,,Production Technician I,Shelia Good,martha.kemp@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,20-10-1998,MA,Engineer,Male,97142,Asian,Married,Fully Meets,3,Poor,Average,Good,Average,Medium
3656,Reyansh,Chopra,15-Dec-19,,Production Technician I,Darlene Green,francesca.mcmahon@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Underground,14-04-2001,MA,Laborer,Male,72523,Hispanic,Divorced,Exceeds,5,Poor,Average,Poor,Poor,very low
3657,Navya,Rao,29-Aug-21,,Production Technician I,Christine Mccarthy,lorelei.walls@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,4/3/1992,MA,Flagger,Female,44406,Black,Single,Fully Meets,4,Poor,Poor,Good,Average,Medium
3658,Myra,Joshi,4-Nov-22,7-Jul-23,Production Technician I,Thomas Jackson,emery.gillespie@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Involuntary,Once simple the decade.,Production       ,Project Management - Con,25-11-1966,MA,Technician,Female,95682,Black,Divorced,Fully Meets,3,Good,Good,Poor,Average,very low
3659,Meera,Rao,2-Oct-19,13-Oct-19,Production Technician I,Eric Powell,kaylee.baldwin@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Voluntary,Second focus stay scientist.,Production       ,Field Operations,30-10-1989,MA,Engineer,Male,86746,Other,Divorced,Exceeds,1,Poor,Poor,Poor,Average,High
3660,Navya,Sharma,24-May-19,,Production Technician I,Joel Browning,aron.hester@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,21-06-1974,MA,Supervisor,Male,73540,Hispanic,Single,Exceeds,3,Average,Average,Poor,Poor,very low
3661,Ayaan,Rana,28-Feb-22,5-Sep-22,Production Technician I,Denise Roman,reagan.brennan@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Involuntary,Decide group difference decide.,Production       ,Executive,22-05-1952,MA,Vp,Male,21624,Asian,Married,Fully Meets,3,Good,Good,Poor,Poor,Medium
3662,Saanvi,Kumar,13-Jun-23,,Production Technician I,Linda Cummings,hugh.berry@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,18-04-1973,MA,Laborer,Male,90473,Other,Married,Exceeds,2,Average,Good,Below Average,Average,High
3663,Reyansh,Nanda,7-Oct-19,22-Jan-22,Production Technician I,Sean Kennedy,brandon.anderson@bilearner.com,PL,Future Start,Part-Time,Zone B,Full-Time,Retirement,Bar serious exist pretty.,Production       ,General - Con,23-11-1977,MA,Foreman,Female,13534,Black,Single,Exceeds,3,Average,Poor,Poor,Poor,Medium
3664,Vivaan,Chopra,6-Oct-20,12-Jan-22,Production Technician I,Robert Reid,diana.garza@bilearner.com,PYZ,Future Start,Full-Time,Zone C,Part-Time,Involuntary,Let political issue.,Production       ,Field Operations,15-08-1956,MA,Locator,Female,2667,Other,Widowed,Fully Meets,3,Average,Average,Good,Poor,very low
3665,Navya,Bansal,22-Nov-19,,Production Technician I,Lucas Morse,dalton.bowen@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,30-03-1985,MA,Field Technician,Male,54319,Asian,Married,Fully Meets,3,Poor,Poor,Below Average,Average,High
3666,Krishna,Rana,29-Apr-22,21-Jan-23,Production Technician I,Melissa Shaw,davin.peters@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Involuntary,Rule film know if eat hear.,Production       ,Field Operations,19-05-1956,MA,Laborer,Male,16052,Hispanic,Single,Fully Meets,3,Poor,Poor,Below Average,Poor,High
3667,Arjun,Gupta,11-Dec-22,28-Apr-23,Production Technician I,Brooke Meyer,leyla.warren@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Resignation,Term southern major ever care.,Production       ,Billable Consultants,23-08-1998,MA,Technician,Male,18998,Black,Single,Fully Meets,3,Good,Poor,Poor,Good,very low
3668,Saanvi,Reddy,6-Aug-23,6-Aug-23,Production Technician I,Christopher Clark,victoria.allen@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Voluntary,Rest such husband through his customer no look.,Production       ,Underground,24-05-1996,MA,Operator,Male,33735,Asian,Widowed,Needs Improvement,3,Good,Good,Below Average,Poor,very low
3669,Ishaan,Nanda,28-Mar-20,12-Mar-23,Production Technician I,Joshua Francis,tyler.hines@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Let former service.,Production       ,Finance & Accounting,16-01-1967,MA,Clerk,Male,81928,Black,Widowed,Fully Meets,3,Poor,Good,Poor,Good,High
3670,Arjun,Bansal,11-Aug-22,27-Mar-23,Production Technician II,Walter Shaw,sandra.atkinson@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Far happy light already.,Production       ,Billable Consultants,17-01-1969,MA,Engineer,Female,14006,Hispanic,Widowed,Needs Improvement,3,Average,Average,Good,Average,High
3671,Aadhya,Rana,26-Jan-23,19-Jun-23,Production Technician II,Alexander Roberts,simone.hayes@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Edge cold language. Once bring quality hot.,Production       ,Splicing,29-12-1989,MA,Splicer,Female,45376,Asian,Divorced,Needs Improvement,3,Good,Average,Poor,Poor,very low
3672,Vihaan,Sharma,14-Jan-19,,Production Technician II,Aaron Holland,rhett.valenzuela@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,24-02-1991,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3,Poor,Poor,Below Average,Average,Medium
3673,Vivaan,Das,11-Jun-22,10-Jan-23,Production Technician II,Casey Morris,lane.zuniga@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,My teach piece need school fight rock.,Production       ,People Services,19-02-1973,MA,Manager,Female,47767,Other,Widowed,Fully Meets,3,Poor,Poor,Good,Average,High
3674,Aarav,Chopra,25-Jun-20,2-Mar-22,Production Technician II,Sarah Williamson,isabelle.shields@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,Five carry couple goal western.,Production       ,Engineers,1/5/1996,MA,Engineer,Female,39141,Other,Single,Fully Meets,3,Poor,Poor,Poor,Average,very low
3675,Krishna,Mehta,8-Jun-20,29-Dec-22,Production Technician II,Melissa Torres,mario.mays@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Resignation,Herself others song center word almost without.,Production       ,Engineers,28-08-1952,MA,Technician,Female,70090,Hispanic,Divorced,Fully Meets,3,Average,Average,Good,Average,Medium
